0 0 0 0 -0.005383 0.0193473 0.9984686 -0.0515478 -0.0332864 0.77289 0.6301613 -0.0665568 -0.0249946 0.7448576 -0.6639111 0.0615182 -0.0048439 0.0216027 0.9992601 -0.0314479 -0.0026151 0.7880057 0.0975309 0.6078881 -0.0005555 0.787455 -0.1811201 -0.5891603 -0.0438131 0.2264443 -0.321159 0.9185098 0.6663661 -0.3647743 0.4208179 -0.4957904 -0.1479333 0.201705 -0.2553076 0.9339427 -0.5529348 0.1922347 -0.2885272 0.7576681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1448019 0.658045 0.7257163 -0.1390863 0.1180478 -0.6317818 0.7552907 -0.1282667 -0.007019 0.0228789 0.9996081 -0.0145205  ||| 0.24133 -0.18156 2.15799 0.23577 -0.3088 2.18192 0.37283 -0.39736 2.16863 0.07812 -0.38658 2.16933 0.2335 -0.36811 2.18807 0.40951 -0.62671 2.19539 -0.00349 -0.65329 2.23 0.39536 -0.79869 2.06261 0.07585 -0.59895 2.02736 0.4036 -0.83792 2.03712 0.12444 -0.61379 1.98393 0.41403 -0.83495 2.0601 0.16508 -0.63067 1.9912 0.40906 -0.87648 1.99835 0.145 -0.64435 1.95466 0.27849 -0.78109 2.17915 0.14603 -0.77515 2.18093 0.21483 -0.78772 2.20646 0.28414 -0.82402 1.83174 0.16442 -0.83298 1.85044 
0 0 0 0 -0.0035564 0.0193167 0.9984912 -0.0512796 -0.033251 0.7748479 0.6279013 -0.0651541 -0.0272241 0.7421352 -0.6666855 0.0634389 -0.0030042 0.0216604 0.999283 -0.0309067 0.0103782 0.8657205 0.0968229 0.4909641 -0.1215339 0.8451937 -0.1636351 -0.4940654 0.3717507 -0.5291044 -0.1888779 0.7390366 0.6604471 -0.3219985 0.3434453 -0.5849547 0.7571438 -0.1165194 -0.4505097 -0.4584731 -0.5222576 0.1670474 -0.1736314 0.8180429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1441371 0.6584069 0.7257169 -0.1380567 0.1195836 -0.6312839 0.7553199 -0.1291206 -0.0052864 0.0229697 0.9996219 -0.0141604  ||| 0.24151 -0.18167 2.15848 0.236 -0.30881 2.18268 0.37276 -0.39809 2.16965 0.0784 -0.38532 2.1691 0.23372 -0.36806 2.18879 0.40938 -0.62629 2.19594 -0.0063 -0.58109 2.15976 0.33284 -0.76909 2.0487 0.11775 -0.55673 1.9737 0.34679 -0.75945 2.05282 0.14213 -0.5688 1.95966 0.37902 -0.77252 2.03617 0.1769 -0.56812 2.01122 0.35706 -0.781 2.01042 0.17207 -0.59531 1.93464 0.27853 -0.7807 2.17968 0.14627 -0.77466 2.18099 0.21497 -0.78728 2.20676 0.28405 -0.82381 1.83217 0.16406 -0.83301 1.85031 
0 0 0 0 -0.0025574 0.0180364 0.9986874 -0.0478691 -0.0419767 0.7750633 0.6268855 -0.0673001 -0.0369557 0.7408192 -0.6672722 0.0675938 -0.0020173 0.0207059 0.9994041 -0.0275416 0.012142 0.8706831 0.097363 0.4819584 -0.2052931 0.7996294 -0.1399832 -0.5466738 0.273915 -0.1520389 -0.3396783 0.8868334 0.8009288 -0.4390979 0.1320921 -0.3850425 -0.6658614 0.2182126 0.1406435 0.6994507 -0.680001 0.1731444 0.040906 0.7112989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1466482 0.6590349 0.7246442 -0.138051 0.1210369 -0.6313332 0.755318 -0.1275265 -0.0063547 0.022504 0.9996542 -0.0120297  ||| 0.24149 -0.1818 2.15953 0.23559 -0.30889 2.18612 0.37263 -0.39828 2.17028 0.07852 -0.38478 2.16897 0.23347 -0.36796 2.1918 0.40919 -0.62547 2.19692 -0.01812 -0.57372 2.13119 0.32536 -0.76116 2.04663 0.09275 -0.50335 1.95294 0.34148 -0.76236 2.04511 0.15582 -0.50796 1.94155 0.37844 -0.77277 2.03377 0.17324 -0.49006 1.99108 0.34691 -0.77846 1.99534 0.1956 -0.52538 1.92056 0.27873 -0.77998 2.18024 0.14673 -0.77379 2.18184 0.21531 -0.78645 2.20751 0.28394 -0.82379 1.83217 0.16367 -0.83288 1.85069 
0 0 0 0 0.0029049 0.017468 0.9987577 -0.0465776 -0.0419315 0.774518 0.6278797 -0.0642715 -0.0438688 0.7341658 -0.6735503 0.0735267 0.0034493 0.0202826 0.999448 -0.0260844 0.009669 0.8686506 0.0959424 0.4859503 -0.1956866 0.8671584 -0.162888 -0.4280311 0.2444617 -0.0933582 -0.357449 0.8965227 0.7373935 -0.1904643 0.3113531 -0.5683603 -0.6753886 0.2296157 0.0977955 0.6939473 0.8253942 -0.1584322 0.4110439 -0.3530816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1473312 0.6601261 0.7235841 -0.1376704 0.1225056 -0.6306025 0.7557546 -0.1271521 -0.0059975 0.0223155 0.9996735 -0.0109082  ||| 0.24116 -0.18232 2.16068 0.23544 -0.30928 2.18802 0.37208 -0.398 2.17263 0.07864 -0.38215 2.16778 0.23336 -0.36816 2.19352 0.40848 -0.62516 2.1981 -0.01854 -0.5701 2.1246 0.32706 -0.76211 2.04766 0.15557 -0.50202 1.97101 0.34294 -0.76322 2.04484 0.18644 -0.45424 1.93337 0.37554 -0.77027 2.03052 0.23047 -0.46033 1.97506 0.35467 -0.78139 1.99615 0.20831 -0.4574 1.90846 0.27878 -0.77936 2.18082 0.14691 -0.77282 2.18232 0.21543 -0.78563 2.20809 0.28393 -0.82373 1.83235 0.16337 -0.83279 1.85079 
0 0 0 0 0.0111564 0.0148139 0.9987656 -0.0460816 -0.041975 0.7711052 0.6322811 -0.0620931 -0.0539585 0.7086224 -0.6982322 0.0861079 0.011693 0.0181299 0.9994465 -0.025324 0.0077317 0.8680585 0.0947011 0.4872845 -0.5157152 0.8385296 -0.0528198 -0.1676781 0.1285421 0.1747717 -0.4197239 0.8813419 0.7789227 0.0630592 0.104618 -0.6151081 -0.5602198 0.3150527 -0.0471732 0.7646372 0.8002413 -0.1760567 0.2709972 -0.5051518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1457582 0.6611418 0.7232946 -0.1359821 0.1248953 -0.6303618 0.7555047 -0.1275061 -0.0035289 0.0210318 0.9997227 -0.0099916  ||| 0.24112 -0.18256 2.16197 0.23404 -0.30951 2.18962 0.37101 -0.39652 2.17454 0.07831 -0.37135 2.16415 0.23223 -0.36834 2.19504 0.40725 -0.62334 2.19896 0.01957 -0.47523 1.97386 0.32541 -0.75808 2.04662 0.22869 -0.42457 1.9673 0.33975 -0.76446 2.03925 0.25672 -0.40776 1.94546 0.37286 -0.77753 2.00794 0.24477 -0.43035 1.9342 0.34567 -0.78018 1.98994 0.31147 -0.41949 1.9983 0.27899 -0.77933 2.18187 0.14704 -0.7726 2.18272 0.21561 -0.78547 2.2088 0.28383 -0.82362 1.83266 0.16309 -0.83262 1.85097 
0 0 0 0 0.0146764 0.0143658 0.9979999 -0.0597865 -0.0305068 0.7721295 0.6317455 -0.0615067 -0.0479993 0.7080956 -0.6985646 0.0911274 0.0153643 0.0175751 0.9991866 -0.0328796 0.0144364 0.8642042 0.0970474 0.4934821 -0.6027525 0.7416608 0.0840112 -0.282083 0.09659 0.2387379 -0.4393511 0.8606075 -0.0214797 0.4915123 0.8702247 -0.0257531 -0.5097777 0.3251566 -0.0949552 0.7908118 -0.069128 0.7023256 0.3791462 -0.598505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1428309 0.6626594 0.7220358 -0.1383696 0.1187219 -0.6301328 0.7567255 -0.1272955 -0.0059538 0.0221271 0.9996405 -0.0139211  ||| 0.24006 -0.18361 2.16417 0.2335 -0.30909 2.18456 0.37013 -0.3969 2.17388 0.07888 -0.37144 2.16123 0.23168 -0.36842 2.19167 0.4059 -0.62551 2.20203 0.03023 -0.42998 1.94866 0.32342 -0.7561 2.04626 0.21488 -0.31857 1.93441 0.33737 -0.76476 2.03723 0.22192 -0.32956 1.92579 0.37449 -0.77501 2.01921 0.24845 -0.3627 1.91875 0.34102 -0.77713 1.98476 0.27326 -0.32004 1.93271 0.27875 -0.78217 2.18289 0.14511 -0.77496 2.18436 0.21457 -0.78801 2.21011 0.2837 -0.82358 1.83258 0.16243 -0.83209 1.8519 
0 0 0 0 0.0144795 0.0265826 0.9968045 -0.0739214 -0.0081252 0.7928496 0.6067138 -0.056762 -0.0257013 0.717532 -0.6905504 0.0873351 0.0152137 0.0261999 0.998482 -0.0459966 0.0153029 0.8631504 0.0999152 0.4947266 0.6178663 -0.6843508 -0.1689934 0.3483483 0.080586 0.2670294 -0.4442912 0.8513557 -0.0442665 0.3968706 0.9164984 -0.0237682 -0.5448113 0.3215897 -0.1444167 0.7608578 0.1659998 0.9621688 0.1568638 -0.1485568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1396074 0.6646805 0.7205225 -0.1398457 0.1150692 -0.6284317 0.7583376 -0.1294475 -0.0059474 0.02447 0.9995254 -0.0177421  ||| 0.23861 -0.18218 2.16448 0.23934 -0.30292 2.17594 0.36951 -0.40082 2.17367 0.07956 -0.3713 2.16007 0.23592 -0.36418 2.18503 0.40563 -0.62572 2.20243 0.03453 -0.41186 1.94226 0.32347 -0.75565 2.0459 0.19159 -0.26378 1.92521 0.33846 -0.76308 2.03429 0.19834 -0.28099 1.93046 0.37155 -0.77582 2.00875 0.2368 -0.27807 1.89862 0.34399 -0.77773 1.98349 0.25306 -0.2587 1.93849 0.27883 -0.78384 2.1832 0.14441 -0.77592 2.18464 0.21423 -0.78927 2.21042 0.28363 -0.82335 1.83269 0.16186 -0.83178 1.8519 
0 0 0 0 0.0246612 0.0221043 0.9965907 -0.075566 0.0065561 0.790099 0.6111814 -0.0464549 -0.0255161 0.7175635 -0.6899624 0.0916699 0.0254883 0.0238034 0.9982138 -0.0485063 0.0128071 0.8603052 0.0947027 0.5007417 0.6676207 -0.6337485 -0.2209302 0.3222349 0.0709432 0.2746373 -0.4490746 0.8472741 0.2231462 0.3748826 0.8960427 -0.0823183 -0.5161552 0.3356084 -0.1249822 0.7780297 0.2372279 0.7071106 0.660223 0.0884485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1359189 0.6647903 0.7210209 -0.1403878 0.114084 -0.6282449 0.7581823 -0.1321088 -0.0040236 0.0241468 0.9994868 -0.0206589  ||| 0.23687 -0.17693 2.16227 0.23795 -0.30682 2.1738 0.36928 -0.4023 2.17649 0.08106 -0.37446 2.15746 0.23503 -0.36718 2.18294 0.40357 -0.62655 2.20319 0.04703 -0.37694 1.93354 0.32306 -0.75528 2.04474 0.19976 -0.22489 1.93781 0.33655 -0.76346 2.0346 0.25373 -0.22584 1.96518 0.3734 -0.77711 2.00975 0.25768 -0.23582 1.92087 0.34484 -0.77826 1.98501 0.29213 -0.20746 1.99173 0.27905 -0.78454 2.18343 0.14429 -0.77661 2.18432 0.21427 -0.78994 2.21039 0.28369 -0.8233 1.83283 0.16178 -0.83176 1.85191 
0 0 0 0 0.0328532 0.0298334 0.9972815 -0.0588234 -0.0037472 0.784789 0.6182738 -0.0427768 -0.0454809 0.7154505 -0.6900961 0.0991438 0.033421 0.0292871 0.9982233 -0.0396926 0.008219 0.860211 0.0929527 0.5013275 0.6918367 -0.6010877 -0.247789 0.3140959 0.0664714 0.2790441 -0.451481 0.8449147 0.2219141 0.3818712 0.896987 -0.018514 -0.52444 0.3280068 -0.1411399 0.7729514 0.2118312 0.677718 0.7036189 -0.0273183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1369883 0.6650965 0.7210748 -0.1375937 0.1160132 -0.6289103 0.7572654 -0.1325209 -0.0022543 0.0266293 0.9994695 -0.0186166  ||| 0.23674 -0.17493 2.16003 0.24196 -0.31118 2.1806 0.36861 -0.40202 2.17958 0.08289 -0.37725 2.15544 0.23818 -0.37037 2.18749 0.40328 -0.62663 2.20412 0.0519 -0.35911 1.9317 0.32333 -0.75469 2.04481 0.20053 -0.2074 1.96091 0.33672 -0.76234 2.03433 0.23432 -0.20461 1.96961 0.37429 -0.77519 2.01555 0.25623 -0.20658 1.9371 0.3477 -0.77854 1.98346 0.2725 -0.19498 1.98162 0.27918 -0.78474 2.18361 0.14436 -0.77699 2.18407 0.21436 -0.79019 2.21039 0.2837 -0.82328 1.83284 0.16172 -0.83172 1.85191 
0 0 0 0 0.0381121 0.0344133 0.9973333 -0.0518583 -0.0143063 0.7787506 0.6256918 -0.0430423 -0.0629323 0.722547 -0.6802498 0.1059509 0.0388034 0.034526 0.9981018 -0.0330903 0.0056123 0.8578734 0.086513 0.5064949 0.7176878 -0.5742033 -0.2545814 0.300671 0.1099592 0.1897701 -0.4495091 0.8659319 -0.1460885 0.3633741 0.9092808 0.1408041 -0.5143428 0.3018883 -0.0565422 0.8006984 -0.0214085 0.3668864 0.8147869 0.4483953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.1386043 0.6654943 0.7209451 -0.1347013 0.1179145 -0.6292413 0.7567406 -0.1322693 -0.0008737 0.0292015 0.9994434 -0.0161101  ||| 0.2367 -0.17499 2.15992 0.24521 -0.31473 2.18544 0.36774 -0.4016 2.18147 0.08575 -0.38403 2.15377 0.24092 -0.37337 2.1914 0.40091 -0.63045 2.20407 0.05419 -0.34782 1.93229 0.32164 -0.75598 2.0423 0.20453 -0.1987 1.96439 0.33569 -0.76425 2.03516 0.22926 -0.18553 1.99304 0.37331 -0.7748 2.01683 0.23283 -0.17891 1.95574 0.34171 -0.77713 1.98305 0.2504 -0.1648 2.01836 0.27899 -0.78492 2.18382 0.14414 -0.77724 2.18393 0.21417 -0.7904 2.21043 0.28382 -0.82326 1.8329 0.1617 -0.83155 1.85191 
